quoted_title,context,author,abstract,date
"Kent, Kentlileşme ve Kentsel Yönetim İhtiyacı","larının cazip gelmesi ile kentlere yönelmişlerdir (Güven, 2016).","GÜVEN, Ahmet
                        ","Kent kavramının ortaya çıkışı uzun yıllar öncesine dayanmakla birlikte, modern manada kentlerin oluşumu çok daeski tarihli değildir. Günümüz kentleri insanların hayatlarının büyük bir bölümünün şekillendiği, çocuklukların,gençliklerinin geçtiği, okul ve iş hayatlarının biçimlendiği mekansal ve sosyal alanlardan oluşmaktadır. Bu mekansal vesosyal alanlar içinde insanlar kendileri gibi ya da çok farklı birçok insanla ortak kentsel bir alan paylaşmaktadır.Kentlileşme adı verilen kentte yaşamanın gerekleri olarak kabul edilen sosyo-kültürel norm ve değerler kent kültürününoluşmasında önemli bir göstergedir. Kentte yaşayan insanların tüm farklılıklarına rağmen aynı mekanı paylaşmasıkentlileşme süreci üzerinde oldukça önemlidir. Kentte doğan insanlardan, sonradan kente göç eden insanlara kadar çokfarklı insan topluluğunun aynı mekanı paylaşması kentin gelişim sürecinde önemli etkiler ortaya koymaktadır. Kentleşmesürecinde kırdan kente gelen insanların etkisi yanında günümüzde kentle arası seyahat ve iletişim alanında yaşanan etkileşimkent sakinlerini doğrudan etkilediği gibi kentsel düzenin sağlanmasında etkin bir kent yönetimine olan ihtiyacı artırmaktadır.Bu kapsamda ele alınan çalışma öncelikle kent, kentleşme ve kentlileşme süreci gibi kavramları ele almaktadır. Ardındankentleşme sürecinde kentsel yönetim ihtiyacını ortaya çıkaran durumlara yer vermekte ve son olarak kent yönetiminin busüreçteki önemine değinmektedir.&amp;nbsp;",2016-03-08
"Kent, Kentlileşme ve Kentsel Yönetim İhtiyacı","elecek nesillere aktarmamız gereken emanetlerdir"" (Durguter 2012).","GÜVEN, Ahmet
                        ","Kent kavramının ortaya çıkışı uzun yıllar öncesine dayanmakla birlikte, modern manada kentlerin oluşumu çok daeski tarihli değildir. Günümüz kentleri insanların hayatlarının büyük bir bölümünün şekillendiği, çocuklukların,gençliklerinin geçtiği, okul ve iş hayatlarının biçimlendiği mekansal ve sosyal alanlardan oluşmaktadır. Bu mekansal vesosyal alanlar içinde insanlar kendileri gibi ya da çok farklı birçok insanla ortak kentsel bir alan paylaşmaktadır.Kentlileşme adı verilen kentte yaşamanın gerekleri olarak kabul edilen sosyo-kültürel norm ve değerler kent kültürününoluşmasında önemli bir göstergedir. Kentte yaşayan insanların tüm farklılıklarına rağmen aynı mekanı paylaşmasıkentlileşme süreci üzerinde oldukça önemlidir. Kentte doğan insanlardan, sonradan kente göç eden insanlara kadar çokfarklı insan topluluğunun aynı mekanı paylaşması kentin gelişim sürecinde önemli etkiler ortaya koymaktadır. Kentleşmesürecinde kırdan kente gelen insanların etkisi yanında günümüzde kentle arası seyahat ve iletişim alanında yaşanan etkileşimkent sakinlerini doğrudan etkilediği gibi kentsel düzenin sağlanmasında etkin bir kent yönetimine olan ihtiyacı artırmaktadır.Bu kapsamda ele alınan çalışma öncelikle kent, kentleşme ve kentlileşme süreci gibi kavramları ele almaktadır. Ardındankentleşme sürecinde kentsel yönetim ihtiyacını ortaya çıkaran durumlara yer vermekte ve son olarak kent yönetiminin busüreçteki önemine değinmektedir.&amp;nbsp;",2016-03-08
"Kent, Kentlileşme ve Kentsel Yönetim İhtiyacı",i içeren genel geçer başlıklarla düşünülmemelidir (Kaya 2017).,"GÜVEN, Ahmet
                        ","Kent kavramının ortaya çıkışı uzun yıllar öncesine dayanmakla birlikte, modern manada kentlerin oluşumu çok daeski tarihli değildir. Günümüz kentleri insanların hayatlarının büyük bir bölümünün şekillendiği, çocuklukların,gençliklerinin geçtiği, okul ve iş hayatlarının biçimlendiği mekansal ve sosyal alanlardan oluşmaktadır. Bu mekansal vesosyal alanlar içinde insanlar kendileri gibi ya da çok farklı birçok insanla ortak kentsel bir alan paylaşmaktadır.Kentlileşme adı verilen kentte yaşamanın gerekleri olarak kabul edilen sosyo-kültürel norm ve değerler kent kültürününoluşmasında önemli bir göstergedir. Kentte yaşayan insanların tüm farklılıklarına rağmen aynı mekanı paylaşmasıkentlileşme süreci üzerinde oldukça önemlidir. Kentte doğan insanlardan, sonradan kente göç eden insanlara kadar çokfarklı insan topluluğunun aynı mekanı paylaşması kentin gelişim sürecinde önemli etkiler ortaya koymaktadır. Kentleşmesürecinde kırdan kente gelen insanların etkisi yanında günümüzde kentle arası seyahat ve iletişim alanında yaşanan etkileşimkent sakinlerini doğrudan etkilediği gibi kentsel düzenin sağlanmasında etkin bir kent yönetimine olan ihtiyacı artırmaktadır.Bu kapsamda ele alınan çalışma öncelikle kent, kentleşme ve kentlileşme süreci gibi kavramları ele almaktadır. Ardındankentleşme sürecinde kentsel yönetim ihtiyacını ortaya çıkaran durumlara yer vermekte ve son olarak kent yönetiminin busüreçteki önemine değinmektedir.&amp;nbsp;",2016-03-08
"Kent, Kentlileşme ve Kentsel Yönetim İhtiyacı",ir kent tanımının yapılması mümkün görünmemektedir(Toprak 2016). Kenti tanımlamak için harcanan tüm çabalara rağm,"GÜVEN, Ahmet
                        ","Kent kavramının ortaya çıkışı uzun yıllar öncesine dayanmakla birlikte, modern manada kentlerin oluşumu çok daeski tarihli değildir. Günümüz kentleri insanların hayatlarının büyük bir bölümünün şekillendiği, çocuklukların,gençliklerinin geçtiği, okul ve iş hayatlarının biçimlendiği mekansal ve sosyal alanlardan oluşmaktadır. Bu mekansal vesosyal alanlar içinde insanlar kendileri gibi ya da çok farklı birçok insanla ortak kentsel bir alan paylaşmaktadır.Kentlileşme adı verilen kentte yaşamanın gerekleri olarak kabul edilen sosyo-kültürel norm ve değerler kent kültürününoluşmasında önemli bir göstergedir. Kentte yaşayan insanların tüm farklılıklarına rağmen aynı mekanı paylaşmasıkentlileşme süreci üzerinde oldukça önemlidir. Kentte doğan insanlardan, sonradan kente göç eden insanlara kadar çokfarklı insan topluluğunun aynı mekanı paylaşması kentin gelişim sürecinde önemli etkiler ortaya koymaktadır. Kentleşmesürecinde kırdan kente gelen insanların etkisi yanında günümüzde kentle arası seyahat ve iletişim alanında yaşanan etkileşimkent sakinlerini doğrudan etkilediği gibi kentsel düzenin sağlanmasında etkin bir kent yönetimine olan ihtiyacı artırmaktadır.Bu kapsamda ele alınan çalışma öncelikle kent, kentleşme ve kentlileşme süreci gibi kavramları ele almaktadır. Ardındankentleşme sürecinde kentsel yönetim ihtiyacını ortaya çıkaran durumlara yer vermekte ve son olarak kent yönetiminin busüreçteki önemine değinmektedir.&amp;nbsp;",2016-03-08
"Kent, Kentlileşme ve Kentsel Yönetim İhtiyacı","ler yapılmıştır. Ayrıca TBMM Kadın256  Taner-AvşarNegiz, 2018, s.1144.  257 Candan-Günal,, 2017, s.106.  258  E","GÜVEN, Ahmet
                        ","Kent kavramının ortaya çıkışı uzun yıllar öncesine dayanmakla birlikte, modern manada kentlerin oluşumu çok daeski tarihli değildir. Günümüz kentleri insanların hayatlarının büyük bir bölümünün şekillendiği, çocuklukların,gençliklerinin geçtiği, okul ve iş hayatlarının biçimlendiği mekansal ve sosyal alanlardan oluşmaktadır. Bu mekansal vesosyal alanlar içinde insanlar kendileri gibi ya da çok farklı birçok insanla ortak kentsel bir alan paylaşmaktadır.Kentlileşme adı verilen kentte yaşamanın gerekleri olarak kabul edilen sosyo-kültürel norm ve değerler kent kültürününoluşmasında önemli bir göstergedir. Kentte yaşayan insanların tüm farklılıklarına rağmen aynı mekanı paylaşmasıkentlileşme süreci üzerinde oldukça önemlidir. Kentte doğan insanlardan, sonradan kente göç eden insanlara kadar çokfarklı insan topluluğunun aynı mekanı paylaşması kentin gelişim sürecinde önemli etkiler ortaya koymaktadır. Kentleşmesürecinde kırdan kente gelen insanların etkisi yanında günümüzde kentle arası seyahat ve iletişim alanında yaşanan etkileşimkent sakinlerini doğrudan etkilediği gibi kentsel düzenin sağlanmasında etkin bir kent yönetimine olan ihtiyacı artırmaktadır.Bu kapsamda ele alınan çalışma öncelikle kent, kentleşme ve kentlileşme süreci gibi kavramları ele almaktadır. Ardındankentleşme sürecinde kentsel yönetim ihtiyacını ortaya çıkaran durumlara yer vermekte ve son olarak kent yönetiminin busüreçteki önemine değinmektedir.&amp;nbsp;",2016-03-08
"Kent, Kentlileşme ve Kentsel Yönetim İhtiyacı","a arzusu kişiyi kırdan kente göç etmeye itmiştir. Kartal (1978) kentleşmenin nedenlerini, itici, iletici ve siyas","GÜVEN, Ahmet
                        ","Kent kavramının ortaya çıkışı uzun yıllar öncesine dayanmakla birlikte, modern manada kentlerin oluşumu çok daeski tarihli değildir. Günümüz kentleri insanların hayatlarının büyük bir bölümünün şekillendiği, çocuklukların,gençliklerinin geçtiği, okul ve iş hayatlarının biçimlendiği mekansal ve sosyal alanlardan oluşmaktadır. Bu mekansal vesosyal alanlar içinde insanlar kendileri gibi ya da çok farklı birçok insanla ortak kentsel bir alan paylaşmaktadır.Kentlileşme adı verilen kentte yaşamanın gerekleri olarak kabul edilen sosyo-kültürel norm ve değerler kent kültürününoluşmasında önemli bir göstergedir. Kentte yaşayan insanların tüm farklılıklarına rağmen aynı mekanı paylaşmasıkentlileşme süreci üzerinde oldukça önemlidir. Kentte doğan insanlardan, sonradan kente göç eden insanlara kadar çokfarklı insan topluluğunun aynı mekanı paylaşması kentin gelişim sürecinde önemli etkiler ortaya koymaktadır. Kentleşmesürecinde kırdan kente gelen insanların etkisi yanında günümüzde kentle arası seyahat ve iletişim alanında yaşanan etkileşimkent sakinlerini doğrudan etkilediği gibi kentsel düzenin sağlanmasında etkin bir kent yönetimine olan ihtiyacı artırmaktadır.Bu kapsamda ele alınan çalışma öncelikle kent, kentleşme ve kentlileşme süreci gibi kavramları ele almaktadır. Ardındankentleşme sürecinde kentsel yönetim ihtiyacını ortaya çıkaran durumlara yer vermekte ve son olarak kent yönetiminin busüreçteki önemine değinmektedir.&amp;nbsp;",2016-03-08
Amerika Birleşik Devletlerinde Yerel Yönetimler,"nulması noktasında çabukluk ve kolaylıklar sağlar (Kaypak, Yılmaz ve Bimay, 2017, s.1799). Bu çerçevede demokrasinin temel eğitim ","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"2019; T.C. Cumhurbaşkanlığı, 2019;Gözübüyük, 1971;İnaç ve Ünal, 2006;Karasu, 2004;Department of Economic and Social Aff","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"arşılaştırmaktadır. Kaynak: Ökmen ve Parlak, 2015;Parlak, 2014;Gözübüyük, 1971;İnaç ve Ünal, 2006;Al, 2008;Karasu","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"kmen ve Parlak, 2015;Parlak, 2014;Gözübüyük, 1971;İnaç ve Ünal, 2006;Al, 2008;Karasu, 2004;Arıbaş, 2015;Canpolat, 1999;","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler," (Howard ve Sweting, 2007;Blair ve Janousek, 2014;Okcu ve Özgür, 2013) Kent Yöneticisi Modelleri Amerikan kentleri arası","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"tant place in management structures of the states (Ayhan, 2008). They are quite high in number, and their structu","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"e public, which constantly increase and diversify (Ayhan, 2008). Such structures can also be taken as example for","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler," of a supportive units to the central governments (Yurttaş & Köseoğlu, 2005). Another aspect that makes local governments impo","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"elationship between central and local governments (Kırışık and Sezer, 2006).","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler," rules, which were identified by several articles (Ersoy, 1989).","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"rk"", and replaced by the Development Law No. 3194 (Ersoy, 1989). The most important provision of the new law comp","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"ainability and applicability in planning approach (Tamer, 1992).","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"i yönetimi daha güçlü ve hakim noktaya taşımıştır (Ortaylı, 1985(Ortaylı, : 207). 1924 Anayasası yerel özerklik ne","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
Amerika Birleşik Devletlerinde Yerel Yönetimler,"ere, üçte ikisi ise yerel yönetimlere gitmektedir (Türker, 2003: 607) ABD""de yönetsel açıdan dikkat çeken diğer bi","AYHAN, Ufuk
                        ","Amerika Birleşik Devletleri, çoğulcu demokrasiye dayalı, başkanlık  sistemiyle yönetilen federal bir cumhuriyettir. Yönetim sistemi üç kademeli  bir yapı çerçevesinde şekillenen bu ülkede federal devlet ilk düzey yönetim  birimini, eyaletler ise ikinci düzey yönetim birimlerini oluşturmaktadır.  Eyaletlerin alt düzey yönetim birimleri olan yerel yönetimler ise, sayıları,  nitelikleri ve yapıları itibariyle çok zengin bir çeşitliliğe sahiptirler.",
HACZİ CAİZ OLMAYAN ŞEYLER,samında değerlendirilerek kesinti belirlenecektir 117 .,"KURU, Baki
                        ", ,1962-05-01
HACZİ CAİZ OLMAYAN ŞEYLER,"bulunması bakımından ve söz konusu malların orman 80 , akarsu, deniz gibi alanlar olması nedeniyle hac","KURU, Baki
                        ", ,1962-05-01
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"sneklik ihtiyacının artmasından kaynaklanmaktadır (Hüseyinli, 2015).","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"tlik sağlayıcı bir düzenleme olarak sunulmaktadır (Hüseyinli, 2015).","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"amaların yerleştirilmesi için çaba göstermektedir (Hüseyinli, 2015). Avrupa Birliği'nin ebeveyn izni düzenlemeleri,  ","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"amaların yerleştirilmesi için çaba göstermektedir (Hüseyinli, 2015). Avrupa Birliği'nin ebeveyn izni düzenlemeleri,  ","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"ocuk bakım izni ve ebeveyn iznini düzenlemektedir (Hüseyinli, 2015).  (Bütün, 2010).","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"erekliliği de bu Karar'da ayrıca belirtilmektedir (Hüseyinli, 2015).","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"apısının olduğu görülmektedir (Bakırcı, 2014: 77) (Hüseyinli, 2015). 2001 yılı Ulusal Programı'nda da yine doğum izin","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"ihdamın devamlılığını sağlamaya yönelik olmalıdır (Hüseyinli, 2015). Ebeveyn iznine ilişkin eleştiriler genellikle, g","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"abilmeleri için eğitim düzenlemeleri yapılmalıdır (Hüseyinli, 2015).","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"nlerin tepkisini azaltma etkisi gösterebilecektir (Hüseyinli, 2015). Ebeveyn izninin kullanımının kısıtlanmaması, işv","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"dının konumunda herhangi bir düzelme olmayacaktır (Hüseyinli, 2015).","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"im politikalarının teşvik edilmesi amaçlanmaktadır(Hüseyinli, 2015). Avrupa Birliği'nde 1996 yılında, ücretsiz ebevey","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"im politikalarının teşvik edilmesi amaçlanmaktadır(Hüseyinli, 2015). Avrupa Birliği'nde 1996 yılında, ücretsiz ebevey","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"şten çıkartılmanın yasal olmadığını belirtmektedir(Hüseyinli, 2015).ILO, iş-yaşam dengesinin sağlanmasını destekleyec","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"ıştır (Kadın Erkek Fırsat EşitliğiKomisyonu, 2013;Hüseyinli, 2015). Buna göre, ebeveyn izni 3 yıl olarak düzenlenmiş","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
Uluslararası Sözleşmeler Işığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İzninin Uygulamadaki Yeri,"emesi halinde bu süre on iki aya çıkarabilmektedir(Hüseyinli, 2015","HÜSEYİNLİ, Namık
                        ",Uluslararası SözleşmelerIşığında Aile ve Çalışma Yaşamının Uzlaştırılması Kapsamında Ebeveyn İznininUygulamadaki Yeri,2016-12-25
